ssn|cc_num|first|last|gender|street|city|state|zip|population|job|acct_num|trans_num|date|time|unix_time|category|amount|is_fraud|merchant|merchant_lat|merchant_lon
711-37-1598|4014682843560070|Jennifer|Anderson|F|8508 Thomas St|CityAllen|CA|62991|85324|Driver|844456082067|900dc9637ea031dde6504565bd6d44c1|2023-06-22|05:16:33|1687384800|gas_transport|212.5|0|fraud_HomeDepot|40.868132|-116.896774
307-46-8560|4588306248409007|Karen|Allen|F|6081 Johnson St|CityJackson|KS|66707|146962|Sales Rep|385336820185|76ce5c2e660161af4c99c7d2a833fa78|2023-06-21|12:30:12|1687298400|gas_transport|194.72|0|fraud_Spotify|40.644317|-98.458584
765-75-6024|4921057197295190|Barbara|White|F|6983 Wilson St|CityThompson|WA|81923|146697|Driver|553269632664|3fdcba5fb2c60e36188dfea6f3595913|2023-08-30|20:16:03|1693346400|food_dining|192.3|0|fraud_PetSmart|49.894777|-124.168344
260-85-5038|4734621091935160|David|Allen|M|8114 Martin St|CityYoung|IN|17708|434747|Engineer|273737341781|ba390e024195b4265fdfdd5272f348e8|2023-11-12|09:34:12|1699743600|grocery_pos|170.22|0|fraud_Spotify|36.094313|-85.823675
775-14-1698|4334130040501545|Mary|Thomas|F|3308 Wilson St|CityHarris|NC|61027|126131|Driver|255695000672|8d75dbe84b702fa0cc0f28b757afefc7|2023-11-05|22:55:32|1699138800|gas_transport|248.06|0|fraud_DeltaAirlines|37.600163|-79.117614
310-23-5154|4404034390740765|Karen|Garcia|F|8916 Anderson St|CityMoore|NC|69639|292996|Sales Rep|526751856533|e4c507e8ddc4e1816edf8827e5d4c3f1|2023-07-14|03:59:30|1689285600|kids_pets|354.3|1|fraud_BestBuy|35.230579|-75.615689
463-97-6327|4784080948341407|Karen|Harris|F|1728 Jones St|CityThomas|WA|76404|160674|Engineer|672767507896|82f7e2980e4a485143d746e016fec1dc|2023-09-09|05:42:25|1694210400|gas_transport|88.34|0|fraud_PetSmart|48.169819|-121.538937
307-46-8560|4588306248409007|Karen|Allen|F|6081 Johnson St|CityJackson|KS|66707|146962|Sales Rep|385336820185|1d4c5a8f7884f523be9f3ec31667b345|2023-08-18|09:58:33|1692309600|home|262.36|0|fraud_McDonalds|35.259244|-95.079868
713-56-3418|4314450691744201|Karen|Anderson|F|5241 Smith St|CityJackson|NC|60562|465855|Sales Rep|853644126109|b9bcc43333c1edcc6a54dfdbeeeaa5de|2023-08-17|11:26:55|1692223200|grocery_net|77.36|0|fraud_Uber|36.250723|-79.742996
290-20-9759|4278075545781257|William|Brown|M|4744 Williams St|CityMartin|SD|12731|127568|Analyst|374234143384|9317d544948805d3c176a016e8d8f1d4|2023-07-13|08:40:13|1689199200|home|114.79|0|fraud_Starbucks|42.585982|-98.415477
414-26-3196|4044649088974278|Karen|Taylor|F|361 Brown St|CityDavis|OH|54566|484179|Teacher|309567056449|c2d808dcfe706adc0ef9ff777e51d1c4|2023-08-28|02:11:26|1693173600|misc_net|2252.19|1|fraud_DeltaAirlines|40.445463|-82.452823
290-20-9759|4278075545781257|William|Brown|M|4744 Williams St|CityMartin|SD|12731|127568|Analyst|374234143384|2a006563f675e2e3e693d3caefc2d1ce|2023-12-11|01:13:20|1702249200|gas_transport|123.69|0|fraud_Amazon|42.949785|-101.336171
307-46-8560|4588306248409007|Karen|Allen|F|6081 Johnson St|CityJackson|KS|66707|146962|Sales Rep|385336820185|edae1032d2d82859cb1f22826686959e|2023-06-04|19:58:20|1685829600|gas_transport|41.88|0|fraud_Amazon|36.498134|-97.775698
844-98-9621|4839069730881712|Jessica|Thomas|F|5449 White St|CityTaylor|GA|94971|353273|Technician|991289497892|a5d2884a559f3688841f81baac171b93|2023-10-11|08:59:14|1696975200|grocery_net|56.97|0|fraud_Kroger|33.604172|-83.772199
844-13-3687|4474132675090169|Sarah|Davis|F|7221 Johnson St|CityTaylor|TN|68838|110138|Teacher|303033581383|fe72e396d56dbf12a7e7073ccd193f2a|2023-06-18|18:30:44|1687039200|misc_net|48.38|0|fraud_BestBuy|39.602259|-87.564486
463-97-6327|4784080948341407|Karen|Harris|F|1728 Jones St|CityThomas|WA|76404|160674|Engineer|672767507896|d74e4c178abc7e66ea7ffa3b1af61121|2023-06-15|07:51:10|1686780000|home|260.85|0|fraud_Starbucks|49.724728|-119.543066
337-48-5766|4360657334450254|Karen|Moore|F|6563 Brown St|CityAllen|MN|45453|107078|Clerk|561465320145|08634af940536742efbe9b7adbc95ce3|2023-07-04|04:03:14|1688421600|personal_care|259.27|0|fraud_Lyft|47.192306|-93.520915
468-53-1374|4072059147072943|Joseph|Thomas|M|1966 Thomas St|CityAllen|TX|81761|90963|Driver|857793889934|5aecf089fe23c78da775d72c0e0f2eb2|2023-10-25|15:13:11|1698184800|grocery_net|19.49|0|fraud_Walmart|31.895719|-96.566942
521-73-4703|4091721005824198|William|Smith|M|3912 Wilson St|CityMartin|CA|89903|258853|Sales Rep|265179905992|c28b20d3c73d54ef5f1c9365a66a517d|2023-10-01|02:24:26|1696111200|gas_transport|147.63|0|fraud_Walmart|34.986894|-116.930901
765-75-6024|4921057197295190|Barbara|White|F|6983 Wilson St|CityThompson|WA|81923|146697|Driver|553269632664|6039ccb29badb62cbd750c40203b2478|2023-07-02|16:05:58|1688248800|misc_net|280.48|0|fraud_Walgreens|48.908236|-119.872683
775-14-1698|4334130040501545|Mary|Thomas|F|3308 Wilson St|CityHarris|NC|61027|126131|Driver|255695000672|f0718c076aea0572d5538c17406a9fbe|2023-06-10|10:04:22|1686348000|gas_transport|183.62|0|fraud_PetSmart|34.938054|-79.061643
844-98-9621|4839069730881712|Jessica|Thomas|F|5449 White St|CityTaylor|GA|94971|353273|Technician|991289497892|dc54d06d475ad06d6f482d7db4d1ec39|2023-12-10|01:18:25|1702162800|home|9.21|0|fraud_BP|31.422496|-81.676669
310-23-5154|4404034390740765|Karen|Garcia|F|8916 Anderson St|CityMoore|NC|69639|292996|Sales Rep|526751856533|823869403d64cea13c411028733ba2dc|2023-10-29|06:10:39|1698530400|kids_pets|226.52|0|fraud_Uber|35.591163|-76.232513
334-35-2749|4586445173014795|Richard|Young|M|5362 Johnson St|CitySmith|MN|75600|387278|Analyst|543960978265|8fb8901b5f443e84190d2cd49a76e490|2023-07-19|23:37:41|1689717600|grocery_net|288.55|0|fraud_Shell|45.934313|-94.490081
844-13-3687|4474132675090169|Sarah|Davis|F|7221 Johnson St|CityTaylor|TN|68838|110138|Teacher|303033581383|6b566e5089974b34203a6734af2bf8e2|2023-08-07|21:34:37|1691359200|personal_care|116.37|0|fraud_McDonalds|39.476798|-83.892091
211-34-1899|4980204784898680|Thomas|Davis|M|5821 Miller St|CityMartin|VA|13545|47970|Clerk|650389245378|924ffb2bf0e8bb3e085abd6623eb2f2f|2023-07-08|16:35:31|1688767200|home|227.32|0|fraud_Kroger|39.623542|-81.12123
266-60-4157|4702002181110370|Michael|White|M|48 Taylor St|CityAllen|KS|71451|478530|Driver|683153633980|40264b253eb38d9015c20ee6f72c085b|2023-06-28|06:59:58|1687903200|food_dining|71.18|0|fraud_Netflix|39.96381|-96.478126
784-77-1371|4469326934190400|Mary|Harris|F|6690 Thompson St|CityTaylor|TN|15732|262001|Clerk|235605676431|940878c1ff9f4752344e12003e30f30f|2023-12-06|13:52:50|1701817200|travel|262.62|0|fraud_CVS|37.817831|-87.295396
521-73-4703|4091721005824198|William|Smith|M|3912 Wilson St|CityMartin|CA|89903|258853|Sales Rep|265179905992|6eacd7910d952cb28ce45681f076cfcb|2023-07-09|03:05:11|1688853600|gas_transport|220.49|0|fraud_Spotify|37.866013|-119.454431
310-23-5154|4404034390740765|Karen|Garcia|F|8916 Anderson St|CityMoore|NC|69639|292996|Sales Rep|526751856533|05d6eb375ab81d2ad70812329c7f1558|2023-10-04|12:32:35|1696370400|grocery_pos|247.75|0|fraud_McDonalds|36.15019|-78.986526
694-86-4736|4153612899060634|Mary|Young|F|9755 Jones St|CityTaylor|CO|64618|170262|Clerk|640756367149|d359f6f698fb4737852402efcc58dd68|2023-11-04|04:40:27|1699052400|misc_pos|276.81|0|fraud_Walgreens|39.049214|-104.563258
713-56-3418|4314450691744201|Karen|Anderson|F|5241 Smith St|CityJackson|NC|60562|465855|Sales Rep|853644126109|882ab4a315864fb41bebafb17692ab49|2023-06-14|09:53:41|1686693600|misc_net|93.08|0|fraud_Starbucks|32.904767|-79.780687
260-85-5038|4734621091935160|David|Allen|M|8114 Martin St|CityYoung|IN|17708|434747|Engineer|273737341781|7f701b1c756d86797b64172325e84770|2023-11-05|19:10:24|1699138800|kids_pets|125.49|0|fraud_DeltaAirlines|40.995586|-86.492044
414-26-3196|4044649088974278|Karen|Taylor|F|361 Brown St|CityDavis|OH|54566|484179|Teacher|309567056449|90f6734752cbeb004d8a085f34ab7a0d|2023-08-29|18:48:10|1693260000|food_dining|208.09|0|fraud_DeltaAirlines|37.06985|-84.333734
266-60-4157|4702002181110370|Michael|White|M|48 Taylor St|CityAllen|KS|71451|478530|Driver|683153633980|2a28e9aadd0eafa51283a28fcabf5a33|2023-07-23|12:13:38|1690063200|grocery_pos|128.72|0|fraud_Starbucks|39.102716|-96.045963
713-56-3418|4314450691744201|Karen|Anderson|F|5241 Smith St|CityJackson|NC|60562|465855|Sales Rep|853644126109|6fbe2babe3183fe7c9e83f41cad3eda0|2023-11-30|22:18:12|1701298800|gas_transport|238.23|0|fraud_Marriott|32.414349|-81.429787
514-78-4819|4687665049166091|Jessica|Garcia|F|2684 Williams St|CityAnderson|PA|27417|248137|Manager|734865728934|d7abf6718d2127ae9adaf05fe6817641|2023-06-15|05:38:01|1686780000|home|218.39|0|fraud_BestBuy|39.155601|-75.489888
492-61-5837|4649233155245308|Sarah|Young|F|770 White St|CityYoung|IN|97610|22508|Manager|946534968725|5d0f50514883f2140e209517218357f9|2023-06-06|20:05:28|1686002400|grocery_pos|74.41|0|fraud_BestBuy|41.031365|-84.752654
765-75-6024|4921057197295190|Barbara|White|F|6983 Wilson St|CityThompson|WA|81923|146697|Driver|553269632664|ef47fc08b76eb1f8498c7a48323f32fd|2023-10-10|12:35:02|1696888800|personal_care|23.42|0|fraud_CVS|47.603505|-121.195086
337-48-5766|4360657334450254|Karen|Moore|F|6563 Brown St|CityAllen|MN|45453|107078|Clerk|561465320145|7851e6ca288f3762c1cd8d511e241bb0|2023-11-15|03:47:39|1700002800|shopping_pos|95.03|0|fraud_Amazon|48.022687|-96.374458
765-75-6024|4921057197295190|Barbara|White|F|6983 Wilson St|CityThompson|WA|81923|146697|Driver|553269632664|3f5a0a8e3056a4cd0f141cf49fc47ed7|2023-09-30|16:28:55|1696024800|kids_pets|5.96|0|fraud_Marriott|49.533025|-118.413555
711-37-1598|4014682843560070|Jennifer|Anderson|F|8508 Thomas St|CityAllen|CA|62991|85324|Driver|844456082067|5fdca9955a8a894353d62d24b9d2fc5b|2023-11-27|06:35:16|1701039600|entertainment|205.46|0|fraud_Target|41.544753|-121.531205
775-14-1698|4334130040501545|Mary|Thomas|F|3308 Wilson St|CityHarris|NC|61027|126131|Driver|255695000672|ff89da68c16190725f35c33693404694|2023-10-31|09:36:56|1698706800|grocery_pos|273.87|0|fraud_Walgreens|36.849456|-81.030167
521-73-4703|4091721005824198|William|Smith|M|3912 Wilson St|CityMartin|CA|89903|258853|Sales Rep|265179905992|e119d3ebecb08bba0275dfcb74785b67|2023-08-06|21:54:38|1691272800|personal_care|232.13|0|fraud_Walgreens|37.130933|-120.494768
414-26-3196|4044649088974278|Karen|Taylor|F|361 Brown St|CityDavis|OH|54566|484179|Teacher|309567056449|453f0498387872b5c5d3af4c80961cbe|2023-06-13|08:54:43|1686607200|shopping_net|65.93|0|fraud_Target|39.571199|-80.159231
468-53-1374|4072059147072943|Joseph|Thomas|M|1966 Thomas St|CityAllen|TX|81761|90963|Driver|857793889934|59ff13c56bf6b678c5f95bcdb619a388|2023-12-06|16:30:14|1701817200|gas_transport|112.88|0|fraud_BestBuy|34.632167|-97.194434
713-56-3418|4314450691744201|Karen|Anderson|F|5241 Smith St|CityJackson|NC|60562|465855|Sales Rep|853644126109|895e48f36ee7b91eee38ddd0a5281466|2023-08-09|13:13:05|1691532000|grocery_pos|173.17|0|fraud_DeltaAirlines|34.848917|-76.17171
729-56-5200|4165906867876533|John|Allen|M|5681 Thomas St|CityYoung|FL|96869|374508|Nurse|852673861494|42809c73e4af254d896f435fa53148df|2023-06-21|22:19:45|1687298400|kids_pets|163.92|0|fraud_Lyft|28.575022|-82.251733
468-53-1374|4072059147072943|Joseph|Thomas|M|1966 Thomas St|CityAllen|TX|81761|90963|Driver|857793889934|14721a42bd994ecc837692382287df8a|2023-12-21|06:43:10|1703113200|shopping_net|42.11|0|fraud_BestBuy|33.128901|-95.144305
810-60-5018|4946024453558094|Michael|Wilson|M|6485 White St|CityTaylor|NY|68531|348411|Technician|371208369262|ba151bd4f3b152467ba00ca1cc75ce61|2023-12-29|14:14:43|1703804400|shopping_net|84.29|0|fraud_Nike|44.434849|-77.796771
334-35-2749|4586445173014795|Richard|Young|M|5362 Johnson St|CitySmith|MN|75600|387278|Analyst|543960978265|b299c7c402f522fc60c0b650ad7e2562|2023-11-21|22:45:35|1700521200|health_fitness|234.4|0|fraud_Netflix|47.173594|-92.765556
729-56-5200|4165906867876533|John|Allen|M|5681 Thomas St|CityYoung|FL|96869|374508|Nurse|852673861494|016ee3e1006cd2124586c67f90a225c5|2023-07-16|10:02:22|1689458400|travel|288.14|0|fraud_DeltaAirlines|27.980342|-82.701808
310-23-5154|4404034390740765|Karen|Garcia|F|8916 Anderson St|CityMoore|NC|69639|292996|Sales Rep|526751856533|065c57a2736cffc06567a090beacfe49|2023-09-05|09:09:18|1693864800|personal_care|58.05|0|fraud_Walgreens|32.845903|-79.841759
307-46-8560|4588306248409007|Karen|Allen|F|6081 Johnson St|CityJackson|KS|66707|146962|Sales Rep|385336820185|3cdae74b0cf24f6a1b0e0641bd52021c|2023-06-25|14:45:57|1687644000|shopping_pos|282.47|0|fraud_DeltaAirlines|39.429852|-99.797356
556-14-1631|4042350551580167|Linda|Jones|F|2648 Thompson St|CityJackson|CO|24376|226611|Teacher|895731140229|21c4ec814098b5edb8e80e155d98fea6|2023-09-19|02:13:31|1695074400|grocery_net|52.57|0|fraud_Netflix|42.243843|-109.541229
307-46-8560|4588306248409007|Karen|Allen|F|6081 Johnson St|CityJackson|KS|66707|146962|Sales Rep|385336820185|be6f14fc253ab9615eb99603405566c8|2023-07-30|04:21:32|1690668000|misc_net|286.68|0|fraud_Lyft|37.942465|-97.820388
655-22-5525|4392572715841919|Jennifer|Miller|F|6331 Smith St|CityMartin|TX|43144|400779|Sales Rep|172044355281|560eebe2dc33b827d63fd8a2cd2aee5f|2023-11-10|13:51:02|1699570800|health_fitness|158.51|0|fraud_PetSmart|31.502591|-95.344756
414-26-3196|4044649088974278|Karen|Taylor|F|361 Brown St|CityDavis|OH|54566|484179|Teacher|309567056449|98503e739219d8196d03f0fce1853970|2023-06-09|01:55:34|1686261600|misc_pos|172.32|0|fraud_Starbucks|41.673016|-83.864684
713-56-3418|4314450691744201|Karen|Anderson|F|5241 Smith St|CityJackson|NC|60562|465855|Sales Rep|853644126109|f1d6875895352a8ba9361cea858c7913|2023-12-29|15:45:20|1703804400|food_dining|232.12|0|fraud_Netflix|37.10921|-81.334769
611-68-6549|4787432221985953|David|Thomas|M|7586 Jones St|CityJackson|TX|39303|439361|Technician|594229945239|48514a57899bea9e781a9e13cca3e8dd|2023-11-24|07:29:35|1700780400|personal_care|232.11|0|fraud_Lyft|32.074859|-99.429561
844-13-3687|4474132675090169|Sarah|Davis|F|7221 Johnson St|CityTaylor|TN|68838|110138|Teacher|303033581383|a794391f14e67e8fceb756dcfcfa0f92|2023-07-11|18:12:54|1689026400|misc_pos|201.18|0|fraud_DeltaAirlines|35.09766|-84.289265
468-53-1374|4072059147072943|Joseph|Thomas|M|1966 Thomas St|CityAllen|TX|81761|90963|Driver|857793889934|a14776d4cb34b99d22f4942dc41c4c3f|2023-07-30|18:34:54|1690668000|travel|156.65|0|fraud_Netflix|34.657822|-100.193962
211-34-1899|4980204784898680|Thomas|Davis|M|5821 Miller St|CityMartin|VA|13545|47970|Clerk|650389245378|2954814b85623f5889ba8490e457dc55|2023-07-02|14:07:47|1688248800|gas_transport|150.7|0|fraud_HomeDepot|38.098523|-81.513827
468-53-1374|4072059147072943|Joseph|Thomas|M|1966 Thomas St|CityAllen|TX|81761|90963|Driver|857793889934|c0ce14ff9f16d0529f7d16ff324e1457|2023-10-10|10:10:55|1696888800|entertainment|92.67|0|fraud_Netflix|29.495925|-98.543755
655-22-5525|4392572715841919|Jennifer|Miller|F|6331 Smith St|CityMartin|TX|43144|400779|Sales Rep|172044355281|738b980fc0608d94badbdb17acd93c29|2023-12-29|18:52:05|1703804400|home|40.62|0|fraud_DeltaAirlines|31.254863|-97.212137
844-98-9621|4839069730881712|Jessica|Thomas|F|5449 White St|CityTaylor|GA|94971|353273|Technician|991289497892|67ab19ff183f4e6e18964d1deda67348|2023-09-21|19:27:30|1695247200|health_fitness|128.41|0|fraud_Netflix|31.790376|-82.546721
630-48-8069|4634629117418262|Richard|Jones|M|909 Smith St|CityTaylor|MI|64773|330589|Technician|470629806926|caf42e6c74a5b40e79c1865581cb9603|2023-08-28|22:09:36|1693173600|grocery_pos|90.19|0|fraud_Walmart|47.41657|-86.635026
655-22-5525|4392572715841919|Jennifer|Miller|F|6331 Smith St|CityMartin|TX|43144|400779|Sales Rep|172044355281|b7348123308a4f47aae011158cd98733|2023-10-30|00:15:27|1698620400|food_dining|2127.19|1|fraud_BP|31.710354|-98.741832
414-26-3196|4044649088974278|Karen|Taylor|F|361 Brown St|CityDavis|OH|54566|484179|Teacher|309567056449|2cf9eaaf5814889a851c7dfe35eb44f6|2023-12-24|22:35:43|1703372400|kids_pets|75.87|0|fraud_Kroger|40.803347|-80.664848
310-23-5154|4404034390740765|Karen|Garcia|F|8916 Anderson St|CityMoore|NC|69639|292996|Sales Rep|526751856533|b6226f737bd1704722c3c223c1397e40|2023-06-07|21:18:56|1686088800|grocery_net|21.34|0|fraud_Lyft|36.205537|-77.630786
492-61-5837|4649233155245308|Sarah|Young|F|770 White St|CityYoung|IN|97610|22508|Manager|946534968725|85587c31836243a2099d3317bbffa731|2023-12-25|07:47:01|1703458800|misc_pos|38.6|0|fraud_Spotify|37.3912|-84.379507
765-75-6024|4921057197295190|Barbara|White|F|6983 Wilson St|CityThompson|WA|81923|146697|Driver|553269632664|0e78d97b85c1928285a5196ba090e995|2023-12-16|14:38:21|1702681200|misc_net|173.3|0|fraud_Walmart|46.099065|-120.185346
630-48-8069|4634629117418262|Richard|Jones|M|909 Smith St|CityTaylor|MI|64773|330589|Technician|470629806926|192f6d3019da2c87aa556962dff03e01|2023-10-02|06:46:08|1696197600|grocery_pos|151.08|0|fraud_CVS|45.206798|-84.268277
556-14-1631|4042350551580167|Linda|Jones|F|2648 Thompson St|CityJackson|CO|24376|226611|Teacher|895731140229|cf92a3e3daa378fbbf6a86551f4d5507|2023-07-26|14:15:31|1690322400|misc_net|229.91|0|fraud_Shell|38.694964|-106.25463
711-37-1598|4014682843560070|Jennifer|Anderson|F|8508 Thomas St|CityAllen|CA|62991|85324|Driver|844456082067|05c67f3adcafa548afcc5d6026e9ed6e|2023-10-01|01:41:48|1696111200|grocery_net|253.93|0|fraud_BestBuy|42.236812|-121.148234
711-37-1598|4014682843560070|Jennifer|Anderson|F|8508 Thomas St|CityAllen|CA|62991|85324|Driver|844456082067|17e2383cf930b7b299747af0a3ff1c97|2023-06-27|23:00:18|1687816800|kids_pets|45.4|0|fraud_PetSmart|39.074066|-118.677595
310-23-5154|4404034390740765|Karen|Garcia|F|8916 Anderson St|CityMoore|NC|69639|292996|Sales Rep|526751856533|a10caba02e85c3fb3c842286e59dcaea|2023-12-07|22:44:52|1701903600|personal_care|276.15|0|fraud_HomeDepot|37.609565|-75.006807
775-14-1698|4334130040501545|Mary|Thomas|F|3308 Wilson St|CityHarris|NC|61027|126131|Driver|255695000672|39bb609de9733d0646f1bb03426cf979|2023-11-12|17:26:29|1699743600|food_dining|172.9|0|fraud_Amazon|35.914488|-77.632032
694-86-4736|4153612899060634|Mary|Young|F|9755 Jones St|CityTaylor|CO|64618|170262|Clerk|640756367149|1339a13e5b32afb3aab8b785aa99037f|2023-07-31|02:57:55|1690754400|kids_pets|52.27|0|fraud_Marriott|43.268037|-101.652073
211-34-1899|4980204784898680|Thomas|Davis|M|5821 Miller St|CityMartin|VA|13545|47970|Clerk|650389245378|236001572c698f7c6e92d82c6c4fd453|2023-06-02|05:52:57|1685656800|misc_net|273.98|0|fraud_Walmart|37.028454|-81.746754
521-73-4703|4091721005824198|William|Smith|M|3912 Wilson St|CityMartin|CA|89903|258853|Sales Rep|265179905992|5a6b87e09b12d17b2c018a7265e1dd6f|2023-11-24|20:19:48|1700780400|home|281.77|0|fraud_Walmart|36.758703|-120.39066
784-77-1371|4469326934190400|Mary|Harris|F|6690 Thompson St|CityTaylor|TN|15732|262001|Clerk|235605676431|9eb2c787966d355017f9304f4d91e70e|2023-10-05|15:27:57|1696456800|entertainment|288.17|0|fraud_Kroger|39.06992|-89.143489
611-68-6549|4787432221985953|David|Thomas|M|7586 Jones St|CityJackson|TX|39303|439361|Technician|594229945239|7fc5890d2bb2cb5d32bdbc6f2d6053b0|2023-12-11|22:26:12|1702249200|entertainment|1404.66|1|fraud_Target|27.65911|-99.850431
784-77-1371|4469326934190400|Mary|Harris|F|6690 Thompson St|CityTaylor|TN|15732|262001|Clerk|235605676431|e30989f48d394f03b1a5aabe20405f36|2023-12-05|14:19:43|1701730800|home|163.43|0|fraud_Amazon|33.334696|-87.763792
729-56-5200|4165906867876533|John|Allen|M|5681 Thomas St|CityYoung|FL|96869|374508|Nurse|852673861494|b81070e57c778aa990345c7bf68e5d1a|2023-11-15|01:32:00|1700002800|grocery_pos|17.57|0|fraud_Spotify|28.409783|-81.850677
468-53-1374|4072059147072943|Joseph|Thomas|M|1966 Thomas St|CityAllen|TX|81761|90963|Driver|857793889934|887f16e1e87ef230585a00746a9010cf|2023-06-18|05:43:30|1687039200|travel|53.91|0|fraud_Target|33.730289|-99.925716
514-78-4819|4687665049166091|Jessica|Garcia|F|2684 Williams St|CityAnderson|PA|27417|248137|Manager|734865728934|9895bb782cc5393d005dd49bfd4c659b|2023-09-25|21:15:34|1695592800|food_dining|60.38|0|fraud_Uber|36.901366|-76.498159
727-44-9329|4010727644975676|Patricia|Johnson|F|1268 Thompson St|CityMiller|FL|15996|149082|Accountant|288151892741|de0bfd23e89eb2d3dbf9f40f89382de2|2023-08-01|12:23:05|1690840800|home|118.89|0|fraud_Walmart|25.887004|-77.829115
260-85-5038|4734621091935160|David|Allen|M|8114 Martin St|CityYoung|IN|17708|434747|Engineer|273737341781|d0e93e5a7252bf03796af227ac7efe5f|2023-11-08|13:36:49|1699398000|shopping_net|286.27|0|fraud_HomeDepot|38.467923|-86.012856
784-77-1371|4469326934190400|Mary|Harris|F|6690 Thompson St|CityTaylor|TN|15732|262001|Clerk|235605676431|d0fcab585466c62cbea01fa6e1d30dd0|2023-11-20|02:54:28|1700434800|entertainment|80.15|0|fraud_HomeDepot|35.651506|-84.958709
266-60-4157|4702002181110370|Michael|White|M|48 Taylor St|CityAllen|KS|71451|478530|Driver|683153633980|e9dc8e236d147f8f1522d5770f9e29cb|2023-10-30|21:15:29|1698620400|misc_pos|268.42|0|fraud_Starbucks|38.850491|-98.207718
310-23-5154|4404034390740765|Karen|Garcia|F|8916 Anderson St|CityMoore|NC|69639|292996|Sales Rep|526751856533|ac39a3b1c605c687077b30db03c549ea|2023-06-07|23:16:17|1686088800|shopping_net|527.96|1|fraud_Kroger|34.996567|-77.636129
611-68-6549|4787432221985953|David|Thomas|M|7586 Jones St|CityJackson|TX|39303|439361|Technician|594229945239|5622c07116ddba35b68be045275b5dc5|2023-12-06|19:52:32|1701817200|grocery_pos|116.03|0|fraud_Netflix|29.491369|-99.890855
260-85-5038|4734621091935160|David|Allen|M|8114 Martin St|CityYoung|IN|17708|434747|Engineer|273737341781|03b73c3ef86ea08dcc4ec5c639cccfcf|2023-06-03|23:26:27|1685743200|grocery_pos|200.05|0|fraud_PetSmart|40.808849|-82.058912
463-97-6327|4784080948341407|Karen|Harris|F|1728 Jones St|CityThomas|WA|76404|160674|Engineer|672767507896|5ac51749910f87160b43ce8b286171ea|2023-06-11|13:56:14|1686434400|shopping_pos|1.23|0|fraud_CVS|46.959377|-121.678921
727-44-9329|4010727644975676|Patricia|Johnson|F|1268 Thompson St|CityMiller|FL|15996|149082|Accountant|288151892741|40f80f4cefce8d6e023b93a9d598aae0|2023-07-23|22:50:08|1690063200|kids_pets|91.63|0|fraud_Uber|30.363593|-81.778771
266-60-4157|4702002181110370|Michael|White|M|48 Taylor St|CityAllen|KS|71451|478530|Driver|683153633980|a6b23a6403c09665ff7c8df594b3df2a|2023-08-15|03:26:49|1692050400|misc_pos|49.72|0|fraud_Walmart|40.836285|-96.446779
310-23-5154|4404034390740765|Karen|Garcia|F|8916 Anderson St|CityMoore|NC|69639|292996|Sales Rep|526751856533|48e7d9c163eccbc66d77f29bb6631dfc|2023-07-02|09:50:39|1688248800|grocery_pos|228.27|0|fraud_Walmart|37.5942|-80.195952
260-85-5038|4734621091935160|David|Allen|M|8114 Martin St|CityYoung|IN|17708|434747|Engineer|273737341781|74d3faf453b11dcda34c23cd33f3ae12|2023-09-09|16:22:16|1694210400|food_dining|56.42|0|fraud_Shell|40.851392|-82.759152
844-98-9621|4839069730881712|Jessica|Thomas|F|5449 White St|CityTaylor|GA|94971|353273|Technician|991289497892|d3b2dd0ac26eeb7b6324ac5efc91acfc|2023-07-23|19:08:13|1690063200|personal_care|53.61|0|fraud_Starbucks|32.765626|-85.139413
521-73-4703|4091721005824198|William|Smith|M|3912 Wilson St|CityMartin|CA|89903|258853|Sales Rep|265179905992|15a1ecb20fb1ce08cbae5390f85f2be7|2023-12-26|22:35:33|1703545200|shopping_net|132.03|0|fraud_BestBuy|38.549342|-117.91678
414-26-3196|4044649088974278|Karen|Taylor|F|361 Brown St|CityDavis|OH|54566|484179|Teacher|309567056449|5eaccbc584d66a00e29673a03cb8402f|2023-11-06|15:35:41|1699225200|travel|235.22|0|fraud_Uber|37.940257|-85.514901
655-22-5525|4392572715841919|Jennifer|Miller|F|6331 Smith St|CityMartin|TX|43144|400779|Sales Rep|172044355281|6feb2a2c7f291904851cfc68674a9b92|2023-10-26|08:34:12|1698271200|travel|108.88|0|fraud_BestBuy|32.529668|-95.704514
844-13-3687|4474132675090169|Sarah|Davis|F|7221 Johnson St|CityTaylor|TN|68838|110138|Teacher|303033581383|8f2c0ede2b47b6f152e9a750657a331c|2023-06-04|19:19:01|1685829600|food_dining|243.35|0|fraud_McDonalds|37.070663|-84.029335
844-98-9621|4839069730881712|Jessica|Thomas|F|5449 White St|CityTaylor|GA|94971|353273|Technician|991289497892|53875437f80dc2a1c429659e7eb1d2fb|2023-12-28|16:01:53|1703718000|travel|103.08|0|fraud_BP|32.630412|-80.831209
765-75-6024|4921057197295190|Barbara|White|F|6983 Wilson St|CityThompson|WA|81923|146697|Driver|553269632664|2ee95091890a8a8260eeabc512d17007|2023-10-30|08:40:16|1698620400|travel|74.6|0|fraud_BestBuy|47.020328|-122.421773
655-22-5525|4392572715841919|Jennifer|Miller|F|6331 Smith St|CityMartin|TX|43144|400779|Sales Rep|172044355281|acc0afa39f64fb5601dcaf5fb07c84f7|2023-08-23|00:19:17|1692741600|kids_pets|235.02|0|fraud_Kroger|31.700674|-96.615779
