ssn|cc_num|first|last|gender|street|city|state|zip|lat|long|city_pop|job|dob|acct_num|profile|trans_num|trans_date|trans_time|unix_time|category|amt|is_fraud|merchant|merch_lat|merch_long
674-19-2576|4170592968536886|Thomas|Miller|M|8977 Wilson St|CityAnderson|CA|33202|38.5525|-119.2084|386980|Sales Rep|1990-09-09|932608106538|adults_2550_male_urban.json|09f69b1d996982482fd4d4771c9271ca|2023-11-28|22:17:37|1701126000|misc_net|523.51|1|fraud_Starbucks|36.575723|-119.789024
840-91-6386|4284720082337935|Michael|Brown|M|6259 White St|CityAllen|MO|58326|38.3042|-90.6708|139177|Clerk|1958-04-24|238252055672|adults_50up_male_rural.json|c0c968db58f2461e9d0147b4cb0ced12|2023-01-01|08:23:51|1672527600|food_dining|126.54|0|fraud_Marriott|39.315397|-93.006322
840-91-6386|4284720082337935|Michael|Brown|M|6259 White St|CityAllen|MO|58326|38.3042|-90.6708|139177|Clerk|1958-04-24|238252055672|adults_50up_male_rural.json|c5548b1402abc2bbcf701f79ccc41fd7|2023-07-16|12:15:36|1689458400|misc_net|81.7|0|fraud_BP|40.495284|-91.517856
876-86-8502|4385089496100353|Joseph|Allen|M|2741 Thompson St|CityWhite|FL|18369|29.8527|-80.9865|376773|Driver|1987-07-27|675606944112|adults_2550_male_urban.json|a0af708508664f6a043aacd92b751a59|2023-08-15|12:10:48|1692050400|health_fitness|232.46|0|fraud_Marriott|28.499227|-80.870318
750-13-2614|4329861212332785|Sarah|Davis|F|9960 Williams St|CityJohnson|TN|16941|35.0275|-88.2072|122364|Engineer|1964-11-17|230071769979|adults_50up_female_rural.json|51a84f156a40722265162fe92e58782a|2023-04-20|14:54:36|1681941600|kids_pets|132.86|0|fraud_Marriott|36.161118|-88.017652
631-79-7650|4536068035947636|Patricia|Jackson|F|3166 Jackson St|CityMiller|IN|69032|41.3049|-87.7526|11710|Clerk|1957-09-09|562800583170|adults_50up_female_rural.json|ce1b770138b0a5495826e05bd350af93|2023-01-13|17:01:18|1673564400|grocery_net|137.89|0|fraud_Kroger|41.058989|-86.057172
735-63-9398|4603107157338725|John|Allen|M|7738 Thompson St|CityYoung|OR|16272|44.9463|-122.3644|265082|Technician|1997-09-10|471314412345|adults_2550_male_rural.json|bb23dea86738725557fed092293c5307|2023-11-07|21:37:44|1699311600|gas_transport|120.05|0|fraud_Starbucks|44.656463|-122.656233
878-20-3668|4694262435642885|Richard|Moore|M|7161 Garcia St|CityJohnson|CA|28835|39.12|-121.9327|394692|Manager|2002-01-14|623004948298|young_adults_male_urban.json|e8629d512a7888dcf8445459633d033c|2023-12-20|11:09:20|1703026800|home|72.74|0|fraud_Marriott|41.156588|-124.658916
735-63-9398|4603107157338725|John|Allen|M|7738 Thompson St|CityYoung|OR|16272|44.9463|-122.3644|265082|Technician|1997-09-10|471314412345|adults_2550_male_rural.json|f2d34c2e3b0642aa02cda91c8c369484|2023-08-12|00:28:08|1691791200|shopping_pos|215.73|0|fraud_HomeDepot|42.954053|-122.689403
393-53-7039|4937826454974981|John|Allen|M|7264 Young St|CityJackson|NY|61453|42.7936|-76.0292|183138|Engineer|2001-12-11|614555247137|young_adults_male_urban.json|12bda41e054e7c214f1386137a2ccaa0|2023-07-25|08:11:04|1690236000|gas_transport|156.14|0|fraud_Uber|42.734971|-73.392271
674-79-7838|4466721003727033|Thomas|Miller|M|621 Taylor St|CityTaylor|PA|35236|40.9408|-75.5771|374802|Sales Rep|1958-11-22|139423389208|adults_50up_male_rural.json|aba72361605f0b2c4ed6e94c2606bc12|2023-02-25|15:26:56|1677279600|personal_care|153.74|0|fraud_Target|40.650017|-77.312293
264-59-8990|4827631171992581|Thomas|Davis|M|1239 Thomas St|CityDavis|OR|37287|44.314|-121.9638|192272|Manager|1956-04-11|668497959209|adults_50up_male_rural.json|a83f22783ceebc75cb4bfa19278a5ce9|2023-05-29|13:37:33|1685311200|gas_transport|35.33|0|fraud_HomeDepot|47.04902|-122.659125
306-95-4762|4782735227250285|Elizabeth|Johnson|F|5720 White St|CityWilliams|NY|51033|43.3461|-74.1413|349641|Technician|1988-01-21|174456999930|adults_2550_female_rural.json|6d5b1830132f2e7bd869370f0f07ee08|2023-02-25|05:15:17|1677279600|health_fitness|144.13|0|fraud_Starbucks|42.887726|-72.906022
876-86-8502|4385089496100353|Joseph|Allen|M|2741 Thompson St|CityWhite|FL|18369|29.8527|-80.9865|376773|Driver|1987-07-27|675606944112|adults_2550_male_urban.json|2b52ee9126d3f0006db347f6d3139280|2023-12-09|18:06:35|1702076400|food_dining|145.11|0|fraud_PetSmart|28.242063|-79.552488
491-27-8777|4715407129615800|Susan|Moore|F|3035 Wilson St|CityMoore|IL|49496|39.6486|-87.6038|499513|Analyst|1971-01-30|765085603523|adults_50up_female_rural.json|6764c0735f2cc513f572ee1da60f62ac|2023-12-14|04:46:27|1702508400|personal_care|83.31|0|fraud_Amazon|39.31749|-85.986378
848-56-9041|4833458553788558|Thomas|Taylor|M|286 Jones St|CityWilliams|KS|48651|39.2408|-99.8746|125764|Clerk|1978-07-17|146765679818|adults_2550_male_rural.json|a3d4e7928b95ffb55427af3f2087a1ae|2023-01-25|10:34:13|1674601200|home|176.71|0|fraud_Shell|41.803079|-97.726372
518-20-5862|4055395409164260|Barbara|Davis|F|9540 Jackson St|CityMoore|KS|29611|39.1864|-97.1199|398476|Teacher|1999-02-16|257177323842|young_adults_female_urban.json|1b178a5408bcbbd05c9761a76e2a4841|2023-12-27|18:22:42|1703631600|shopping_pos|124.57|0|fraud_Amazon|41.397498|-95.841814
393-53-7039|4937826454974981|John|Allen|M|7264 Young St|CityJackson|NY|61453|42.7936|-76.0292|183138|Engineer|2001-12-11|614555247137|young_adults_male_urban.json|aca3690751e3565d875a7e8b23cfcac2|2023-03-05|13:54:11|1677970800|food_dining|217.5|0|fraud_Lyft|45.004503|-75.469219
579-52-8267|4331568997342551|William|Thomas|M|1463 Taylor St|CityYoung|IN|19876|38.813|-86.8648|89306|Clerk|1982-09-03|568605162223|adults_2550_male_rural.json|9822f6334b7cf755a18f57b53e638f0c|2023-04-07|10:41:58|1680818400|health_fitness|223.43|0|fraud_HomeDepot|39.473318|-85.405549
559-21-8556|4370798024232580|Michael|Young|M|2570 Brown St|CityAnderson|OR|46827|44.6984|-122.3898|432928|Teacher|2001-09-13|934088489962|young_adults_male_urban.json|e2fd8db0e9264d26f2b86eff44b12195|2023-05-27|06:41:41|1685138400|misc_pos|115.93|0|fraud_Walgreens|45.045888|-125.349587
631-79-7650|4536068035947636|Patricia|Jackson|F|3166 Jackson St|CityMiller|IN|69032|41.3049|-87.7526|11710|Clerk|1957-09-09|562800583170|adults_50up_female_rural.json|99aa5efa4d6b279ea66947a04c0aa708|2023-04-25|18:58:35|1682373600|personal_care|238.03|0|fraud_BP|39.507894|-87.100556
649-60-9538|4049254119927593|Karen|Jackson|F|7408 Miller St|CityTaylor|KS|58541|38.926|-100.3638|325685|Engineer|1986-05-28|436252724613|adults_2550_female_urban.json|fca2f85886dc4de74f2003b41156e38d|2023-10-12|21:32:59|1697061600|shopping_net|253.56|0|fraud_Marriott|41.770298|-103.097789
264-59-8990|4827631171992581|Thomas|Davis|M|1239 Thomas St|CityDavis|OR|37287|44.314|-121.9638|192272|Manager|1956-04-11|668497959209|adults_50up_male_rural.json|0e20f25579ff09dc147838579e2a0095|2023-04-12|21:12:12|1681250400|personal_care|244.48|0|fraud_Amazon|46.539797|-120.7386
215-78-4019|4373657728873709|Jennifer|Anderson|F|9755 Young St|CityTaylor|TX|97721|31.501|-98.2255|300968|Manager|2002-12-20|185020001255|young_adults_female_urban.json|82bbb12f6506ed29b1cf87fdad12d47d|2023-11-18|02:26:13|1700262000|grocery_net|266.68|0|fraud_Amazon|29.749171|-95.987673
779-38-9858|4875004942234607|Barbara|Jones|F|3602 Moore St|CityMiller|SD|23817|44.8981|-100.9585|47699|Driver|1988-08-11|866018464139|adults_2550_female_urban.json|fbcce031a1e9f11fd39a9928aa1b7d75|2023-09-12|11:04:44|1694469600|misc_pos|32.41|0|fraud_McDonalds|46.930692|-101.734031
559-21-8556|4370798024232580|Michael|Young|M|2570 Brown St|CityAnderson|OR|46827|44.6984|-122.3898|432928|Teacher|2001-09-13|934088489962|young_adults_male_urban.json|16df256bb9c03bd68668f862e8a54831|2023-04-30|06:59:26|1682805600|kids_pets|254.27|0|fraud_Marriott|44.752326|-124.806583
588-50-5549|4139796998127657|Susan|Thomas|F|5450 Smith St|CityMoore|VA|83765|38.2331|-77.8516|436799|Clerk|2002-05-31|203077066182|young_adults_female_urban.json|02466f199fb511eb854263241e32fa3c|2023-09-05|14:44:09|1693864800|shopping_pos|26.42|0|fraud_Target|40.694896|-75.590258
894-85-1312|4058302741689065|Jennifer|Wilson|F|2534 Thompson St|CityGarcia|IL|74791|41.9423|-89.8725|235546|Driver|1981-11-06|353245502819|adults_2550_female_urban.json|34fa2cd1d4341b1db92721efdc4bb998|2023-06-14|22:30:53|1686693600|gas_transport|161.01|0|fraud_BestBuy|43.543243|-91.686189
215-78-4019|4373657728873709|Jennifer|Anderson|F|9755 Young St|CityTaylor|TX|97721|31.501|-98.2255|300968|Manager|2002-12-20|185020001255|young_adults_female_urban.json|cb79d6c6db94347ad98c8f898f357fce|2023-06-12|19:21:02|1686520800|gas_transport|237.11|0|fraud_DeltaAirlines|32.342216|-100.693258
833-32-9921|4164607817582018|Linda|Allen|F|9648 Moore St|CityMartin|KS|54110|37.6809|-97.112|201416|Accountant|2004-08-12|140419557453|young_adults_female_urban.json|b65e6346602f0bff3674ec229b545943|2023-02-03|13:08:31|1675378800|health_fitness|293.3|0|fraud_BestBuy|35.943626|-98.556409
456-90-5455|4265869961459519|Karen|Wilson|F|1645 Jones St|CitySmith|CA|23113|36.767|-119.2347|188198|Clerk|1968-12-28|972258739611|adults_50up_female_rural.json|66042d4dafd2cd9df2a76b1c3933ec10|2023-09-05|16:05:31|1693864800|gas_transport|186.51|0|fraud_HomeDepot|34.054504|-116.548415
518-20-5862|4055395409164260|Barbara|Davis|F|9540 Jackson St|CityMoore|KS|29611|39.1864|-97.1199|398476|Teacher|1999-02-16|257177323842|young_adults_female_urban.json|092f79a2180c8854e0852f0d860b68f5|2023-11-20|11:23:57|1700434800|food_dining|163.39|0|fraud_BestBuy|40.854167|-94.798487
487-38-9148|4469555811275807|Sarah|Thomas|F|7258 Williams St|CityHarris|CA|24458|39.3797|-119.9357|147191|Clerk|2001-03-22|270524223175|young_adults_female_urban.json|c49d327b3a761522362436a01625018e|2023-09-12|04:42:01|1694469600|misc_net|248.54|0|fraud_PetSmart|37.680691|-119.434592
781-14-4862|4680714526799505|Charles|Smith|M|3813 Smith St|CityAllen|MN|94486|44.5905|-95.0276|323435|Manager|1966-10-27|454267411148|adults_50up_male_rural.json|21c5be200d02506ac8580a9176ebe563|2023-08-24|04:49:29|1692828000|grocery_pos|145.79|0|fraud_Netflix|41.92788|-93.602937
622-30-4043|4366392449826247|Karen|Young|F|4703 Williams St|CityMartin|CO|88698|38.675|-107.1718|446502|Manager|2001-03-16|394746007970|young_adults_female_urban.json|3e8edd331335dba61a2f8bc229104f8b|2023-01-23|06:41:28|1674428400|personal_care|107.87|0|fraud_Walmart|40.132586|-110.135372
384-79-3349|4449361502143788|Charles|Harris|M|7441 Garcia St|CityAllen|IN|26071|39.585|-87.9767|317665|Clerk|1993-12-02|345017405660|adults_2550_male_urban.json|5d1bc6870ef756aa6e27b202580e50e0|2023-09-16|15:30:44|1694815200|misc_net|266.78|0|fraud_Lyft|37.518794|-89.73569
854-11-2568|4131822217786520|Jennifer|Moore|F|9715 Johnson St|CityAnderson|NY|80128|43.9929|-75.7288|143447|Sales Rep|1981-09-27|709892806250|adults_2550_female_urban.json|e50424c4ecdd83dc44fb480b073af5df|2023-12-23|03:51:16|1703286000|food_dining|272.86|0|fraud_McDonalds|44.177655|-77.315324
674-19-2576|4170592968536886|Thomas|Miller|M|8977 Wilson St|CityAnderson|CA|33202|38.5525|-119.2084|386980|Sales Rep|1990-09-09|932608106538|adults_2550_male_urban.json|446c2df957aab4b19a3ee86b0915fd5e|2023-09-23|02:52:10|1695420000|entertainment|189.88|0|fraud_Spotify|39.869579|-121.501303
898-79-3883|4500741186202341|Robert|Anderson|M|7137 Taylor St|CityBrown|CA|55341|35.5669|-120.0257|300335|Clerk|2000-04-17|229507752295|adults_2550_male_urban.json|d7a658029044253ea9ee5e96b5b37950|2023-01-03|13:12:01|1672700400|misc_net|255.39|0|fraud_Walgreens|33.150867|-122.40245
434-12-1955|4722359350596449|James|Davis|M|4227 Smith St|CityJackson|MO|61798|36.598|-91.8062|295161|Nurse|1956-10-19|515689507225|adults_50up_male_rural.json|469476426ac4cd5837ee32ae4a93b926|2023-07-09|01:54:23|1688853600|home|179.74|0|fraud_Netflix|33.89482|-89.018259
757-80-8022|4705165378626334|Joseph|Thomas|M|5094 Young St|CityMoore|WA|70630|48.5121|-121.9083|255933|Manager|1992-08-14|802656127918|adults_2550_male_rural.json|1ccdcf7fa0bf64963e02f947afd6a0ee|2023-02-20|14:50:24|1676847600|shopping_pos|278.73|0|fraud_Kroger|51.426268|-123.031547
854-11-2568|4131822217786520|Jennifer|Moore|F|9715 Johnson St|CityAnderson|NY|80128|43.9929|-75.7288|143447|Sales Rep|1981-09-27|709892806250|adults_2550_female_urban.json|bafd2dc73242d6530fb326c0291c707b|2023-12-30|03:18:14|1703890800|grocery_net|197.43|0|fraud_PetSmart|42.778737|-74.982354
747-67-4621|4443414198827330|Richard|Miller|M|7534 White St|CitySmith|NC|85408|34.8189|-77.8463|269533|Clerk|1996-07-26|304514849606|adults_2550_male_rural.json|04f6c114a2d3f1f1e3da9abf2594a0e5|2023-07-27|02:48:20|1690408800|personal_care|125.73|0|fraud_Spotify|32.275491|-76.998083
892-61-5022|4590915491481416|Elizabeth|Brown|F|1287 Taylor St|CityDavis|MI|21674|43.6837|-83.8401|188743|Sales Rep|2001-01-29|120523483926|young_adults_female_urban.json|9f02a61e989c7e9855bd0e41d8f36a9b|2023-10-01|12:24:30|1696111200|entertainment|241.74|0|fraud_Kroger|44.424372|-81.343948
735-63-9398|4603107157338725|John|Allen|M|7738 Thompson St|CityYoung|OR|16272|44.9463|-122.3644|265082|Technician|1997-09-10|471314412345|adults_2550_male_rural.json|a50bfb1f5348e4a46bee76bc5ca127d5|2023-03-24|19:31:08|1679612400|food_dining|144.96|0|fraud_DeltaAirlines|45.418115|-122.996963
674-19-2576|4170592968536886|Thomas|Miller|M|8977 Wilson St|CityAnderson|CA|33202|38.5525|-119.2084|386980|Sales Rep|1990-09-09|932608106538|adults_2550_male_urban.json|de3869ee5af555fc7afd45a81f5f9738|2023-07-05|17:59:56|1688508000|shopping_net|30.13|0|fraud_BP|40.084253|-120.74622
283-43-9337|4651931025579973|Richard|Miller|M|9240 Young St|CityJohnson|NY|26811|43.6988|-75.2177|294960|Analyst|2001-07-22|880741568576|young_adults_male_urban.json|03b898634a596abe2ee86ac8764f1c69|2023-04-03|11:17:07|1680472800|misc_net|15.18|0|fraud_Nike|44.324164|-76.798071
858-48-2446|4700265102002248|Jennifer|Garcia|F|7727 Thompson St|CityDavis|MO|92555|36.6584|-92.3856|436175|Teacher|1971-08-26|381129977243|adults_50up_female_rural.json|b4a1f9b898dff8a4d2509eccddb25681|2023-01-10|12:47:53|1673305200|gas_transport|120.88|0|fraud_Target|38.188364|-92.899973
602-66-6087|4559207160745413|James|Williams|M|2200 Williams St|CitySmith|TN|86969|37.4451|-84.9939|155960|Analyst|2002-04-27|373555088256|young_adults_male_urban.json|8e1562d544ecc4b606b8c2e3cac20664|2023-11-25|19:02:19|1700866800|entertainment|69.26|0|fraud_Nike|35.694369|-86.162132
298-59-5920|4829789743132412|James|Smith|M|1327 Taylor St|CityAllen|PA|92477|42.1403|-78.32|253526|Accountant|1985-04-09|827426324857|adults_2550_male_rural.json|344b529c044318160b22a4f2a74678da|2023-04-18|09:46:43|1681768800|personal_care|208.56|0|fraud_Spotify|40.885575|-80.456484
833-32-9921|4164607817582018|Linda|Allen|F|9648 Moore St|CityMartin|KS|54110|37.6809|-97.112|201416|Accountant|2004-08-12|140419557453|young_adults_female_urban.json|2259b5587ade714442f8ad2faec0beb3|2023-12-13|17:08:18|1702422000|entertainment|63.62|0|fraud_Lyft|38.107547|-97.326708
283-43-9337|4651931025579973|Richard|Miller|M|9240 Young St|CityJohnson|NY|26811|43.6988|-75.2177|294960|Analyst|2001-07-22|880741568576|young_adults_male_urban.json|0b37e1c2bcdb57b113be719a428592f8|2023-12-26|01:48:39|1703545200|grocery_pos|171.46|0|fraud_McDonalds|42.116552|-75.690636
507-69-6889|4565236106481188|Linda|Garcia|F|1916 Moore St|CityYoung|OR|59974|43.2653|-122.1738|401379|Nurse|1987-10-11|788498971673|adults_2550_female_rural.json|3abc539fb943091e16d3c5834cc2fa3e|2023-04-16|09:20:13|1681596000|entertainment|166.49|0|fraud_Netflix|43.209355|-122.054399
778-21-4904|4927562551006506|Elizabeth|Garcia|F|2146 Wilson St|CityMartin|NC|64510|36.7241|-78.4787|213297|Teacher|1957-06-22|457820374442|adults_50up_female_rural.json|9c6a66b9642a8802986f2cb20c7ed0fd|2023-07-23|06:12:42|1690063200|food_dining|231.79|0|fraud_BP|34.644205|-79.561479
546-49-2495|4301512089147876|Susan|Young|F|6603 Anderson St|CityWhite|OH|34128|41.4741|-83.8533|123530|Teacher|1985-07-11|667254333806|adults_2550_female_rural.json|c34d92108efff9176633ae49ecfd227e|2023-10-12|11:41:23|1697061600|personal_care|277.54|0|fraud_Shell|39.065523|-85.848031
303-66-8566|4140339597063912|James|Garcia|M|2225 Thompson St|CityAnderson|OH|22874|39.9511|-81.5334|281463|Clerk|1957-02-12|477202887384|adults_50up_male_rural.json|6827d933fed0f19fab3080762257a086|2023-07-30|12:18:36|1690668000|food_dining|210.74|0|fraud_PetSmart|39.427165|-82.292748
579-22-3719|4108575741135443|John|Johnson|M|8814 Miller St|CityDavis|IL|79718|41.7645|-87.9629|356684|Sales Rep|1966-01-29|705016083735|adults_50up_male_rural.json|ee58ee46fcdfc88980c9a891cd8b7741|2023-10-08|22:18:51|1696716000|shopping_net|683.21|1|fraud_Walmart|44.634997|-90.006355
391-50-5778|4236662362997581|Sarah|Garcia|F|1586 Moore St|CityJohnson|MI|11238|42.6174|-84.4588|476062|Clerk|1959-12-16|771412852218|adults_50up_female_rural.json|a61fd585605486247085a1853e281e05|2023-10-06|13:43:51|1696543200|home|59.37|0|fraud_DeltaAirlines|41.075808|-85.996271
579-52-8267|4331568997342551|William|Thomas|M|1463 Taylor St|CityYoung|IN|19876|38.813|-86.8648|89306|Clerk|1982-09-03|568605162223|adults_2550_male_rural.json|f57ec950d25958616907efbb132f6249|2023-08-16|07:05:48|1692136800|grocery_pos|244.31|0|fraud_HomeDepot|39.090437|-89.710474
579-52-8267|4331568997342551|William|Thomas|M|1463 Taylor St|CityYoung|IN|19876|38.813|-86.8648|89306|Clerk|1982-09-03|568605162223|adults_2550_male_rural.json|c9fccd8c38be931597350fd2a9c12fe2|2023-07-06|16:18:40|1688594400|misc_pos|21.42|0|fraud_Netflix|36.54897|-84.179675
750-13-2614|4329861212332785|Sarah|Davis|F|9960 Williams St|CityJohnson|TN|16941|35.0275|-88.2072|122364|Engineer|1964-11-17|230071769979|adults_50up_female_rural.json|563a99536dece71fcecb6ccfc7188c4b|2023-06-05|19:04:22|1685916000|shopping_pos|179.67|0|fraud_BestBuy|35.103355|-88.17053
367-97-3885|4779477540771328|Joseph|Thomas|M|3828 Taylor St|CityMoore|KS|47318|38.353|-96.9619|70707|Technician|1971-01-14|678234948395|adults_50up_male_rural.json|2ebb318f0b4a16e2da1cb04ae75fad90|2023-10-01|09:30:20|1696111200|misc_pos|251.05|0|fraud_Lyft|38.05605|-97.443365
424-19-6531|4230213990894880|Sarah|Wilson|F|5609 Martin St|CityAnderson|CO|16937|38.9538|-106.6487|132604|Engineer|2004-06-29|133671300558|young_adults_female_urban.json|020d4da8c516456b3561cae8208943cf|2023-11-30|20:32:02|1701298800|shopping_net|221.98|0|fraud_McDonalds|38.263473|-105.526458
781-14-4862|4680714526799505|Charles|Smith|M|3813 Smith St|CityAllen|MN|94486|44.5905|-95.0276|323435|Manager|1966-10-27|454267411148|adults_50up_male_rural.json|f4de594d2af7e8165c8c24b1262c4afe|2023-12-16|13:51:32|1702681200|grocery_pos|86.39|0|fraud_Netflix|44.367345|-96.485444
625-42-9636|4118005902120515|Mary|Taylor|F|8715 Williams St|CityWilliams|NY|84813|41.2509|-74.198|230850|Driver|1978-03-11|965707898093|adults_2550_female_urban.json|1558b0632a5b073b06a2e680f524fd65|2023-09-25|09:42:41|1695592800|home|239.35|0|fraud_HomeDepot|39.399837|-72.639724
878-20-3668|4694262435642885|Richard|Moore|M|7161 Garcia St|CityJohnson|CA|28835|39.12|-121.9327|394692|Manager|2002-01-14|623004948298|young_adults_male_urban.json|78fed15fd938dee8be7ff7db2b3e0e8f|2023-12-26|01:15:05|1703545200|travel|244.74|0|fraud_CVS|39.077837|-124.927179
222-20-1608|4153284316624493|John|Smith|M|9628 Smith St|CityTaylor|FL|28108|29.9529|-80.9668|407244|Accountant|1996-10-10|261341477341|adults_2550_male_rural.json|5316101351ebb066cafc5455d6890d91|2023-06-04|16:11:10|1685829600|health_fitness|16.7|0|fraud_Marriott|27.060254|-80.777877
833-32-9921|4164607817582018|Linda|Allen|F|9648 Moore St|CityMartin|KS|54110|37.6809|-97.112|201416|Accountant|2004-08-12|140419557453|young_adults_female_urban.json|b43417f5e78e637884c7267ff896f301|2023-05-13|06:04:19|1683928800|personal_care|28.95|0|fraud_Marriott|35.429921|-94.362083
491-27-8777|4715407129615800|Susan|Moore|F|3035 Wilson St|CityMoore|IL|49496|39.6486|-87.6038|499513|Analyst|1971-01-30|765085603523|adults_50up_female_rural.json|2fb25b475c11d8646368d1b3917a6e19|2023-07-02|22:11:46|1688248800|food_dining|271.34|0|fraud_Netflix|38.730196|-87.088679
503-43-2646|4296876474571285|Jennifer|Jackson|F|9267 Wilson St|CityGarcia|NC|11871|33.9668|-80.5473|311534|Engineer|1968-09-17|953972134042|adults_50up_female_rural.json|bbd2c00dad3266abca44ce9290d4506f|2023-02-26|15:43:28|1677366000|kids_pets|289.33|0|fraud_Amazon|34.53884|-83.062002
367-70-6730|4199908202475108|Susan|Thompson|F|2149 Jones St|CityThompson|FL|63364|27.0404|-80.6405|291205|Clerk|1979-06-30|106626042775|adults_2550_female_rural.json|dcb769df1df8f3acc346a6b61885fdb8|2023-06-06|08:17:21|1686002400|travel|246.37|0|fraud_Starbucks|25.739663|-79.295315
424-19-6531|4230213990894880|Sarah|Wilson|F|5609 Martin St|CityAnderson|CO|16937|38.9538|-106.6487|132604|Engineer|2004-06-29|133671300558|young_adults_female_urban.json|6d005776fd71a63fce1957f742433e1a|2023-10-17|21:22:45|1697493600|food_dining|206.44|0|fraud_Lyft|40.454197|-105.701888
456-90-5455|4265869961459519|Karen|Wilson|F|1645 Jones St|CitySmith|CA|23113|36.767|-119.2347|188198|Clerk|1968-12-28|972258739611|adults_50up_female_rural.json|f6297120bef040cdf919f595ae479ae1|2023-01-06|03:05:17|1672959600|travel|293.4|0|fraud_Target|39.543551|-117.377933
791-89-3010|4518858360386448|Patricia|Young|F|3925 Anderson St|CityDavis|IL|94712|41.9649|-89.4397|116718|Technician|1972-11-12|384336146647|adults_50up_female_rural.json|42ad978f0ac57de2248a31353ae4b6d0|2023-08-30|13:57:50|1693346400|kids_pets|147.22|0|fraud_Walmart|41.074531|-90.355685
262-78-6890|4858597919911381|William|Brown|M|4731 Martin St|CityHarris|IN|56063|41.8019|-87.4234|411648|Analyst|1986-12-21|727631226152|adults_2550_male_rural.json|6f0caed0de59b805119f33cd1f3bb4ab|2023-10-21|12:21:54|1697839200|shopping_pos|75.16|0|fraud_Walgreens|43.376797|-88.734702
705-37-8277|4176772782939231|Richard|Taylor|M|7672 Thompson St|CityMartin|VA|44237|38.4012|-78.3845|80524|Teacher|1990-06-24|870952855682|adults_2550_male_rural.json|5a065bd99b4a7e4d49de63f43246c571|2023-12-30|18:58:37|1703890800|travel|292.01|0|fraud_PetSmart|36.05883|-78.25134
833-32-9921|4164607817582018|Linda|Allen|F|9648 Moore St|CityMartin|KS|54110|37.6809|-97.112|201416|Accountant|2004-08-12|140419557453|young_adults_female_urban.json|4931a3833b324a420de8528ac1a5981c|2023-02-28|08:06:42|1677538800|food_dining|24.01|0|fraud_Spotify|35.050863|-98.432542
840-91-6386|4284720082337935|Michael|Brown|M|6259 White St|CityAllen|MO|58326|38.3042|-90.6708|139177|Clerk|1958-04-24|238252055672|adults_50up_male_rural.json|1e53fd6eeb6e6e23100710d160bf80a0|2023-11-21|20:21:13|1700521200|grocery_net|62.87|0|fraud_Starbucks|40.182301|-93.203535
255-18-5022|4455776289833610|David|Brown|M|2625 Miller St|CityYoung|CO|59893|37.4237|-104.9674|211173|Technician|1998-07-25|282127028315|adults_2550_male_urban.json|ef42ed2d9a58dc850caba740a2bbbc5e|2023-06-03|21:03:54|1685743200|grocery_pos|236.8|0|fraud_Spotify|34.58094|-102.014142
579-52-8267|4331568997342551|William|Thomas|M|1463 Taylor St|CityYoung|IN|19876|38.813|-86.8648|89306|Clerk|1982-09-03|568605162223|adults_2550_male_rural.json|aeb2debceae025c29d5873b8ecbb7230|2023-04-28|09:26:50|1682632800|misc_pos|296.92|0|fraud_BestBuy|38.622805|-83.874904
298-59-5920|4829789743132412|James|Smith|M|1327 Taylor St|CityAllen|PA|92477|42.1403|-78.32|253526|Accountant|1985-04-09|827426324857|adults_2550_male_rural.json|de1eeabd04060f23e838225be96a316c|2023-07-02|14:19:43|1688248800|grocery_pos|129.27|0|fraud_Netflix|43.335576|-76.955072
794-49-3560|4826291924194357|John|Johnson|M|3141 Taylor St|CitySmith|OR|74300|44.8068|-118.6132|157210|Sales Rep|1999-02-17|906544694654|young_adults_male_urban.json|14cfdf94b575d2e6a060c448bc4847fb|2023-03-15|13:32:58|1678834800|shopping_pos|95.34|0|fraud_BestBuy|45.46339|-121.28361
833-32-9921|4164607817582018|Linda|Allen|F|9648 Moore St|CityMartin|KS|54110|37.6809|-97.112|201416|Accountant|2004-08-12|140419557453|young_adults_female_urban.json|b014a62da7462152c08053bf4e3dd100|2023-02-06|00:22:07|1675638000|health_fitness|223.57|0|fraud_Walmart|39.271287|-94.41226
546-49-2495|4301512089147876|Susan|Young|F|6603 Anderson St|CityWhite|OH|34128|41.4741|-83.8533|123530|Teacher|1985-07-11|667254333806|adults_2550_female_rural.json|5a4a87319ad12d359eb5aa9d301116d6|2023-06-03|22:46:42|1685743200|grocery_pos|44.39|0|fraud_DeltaAirlines|43.903493|-83.620289
298-59-5920|4829789743132412|James|Smith|M|1327 Taylor St|CityAllen|PA|92477|42.1403|-78.32|253526|Accountant|1985-04-09|827426324857|adults_2550_male_rural.json|cc343b30c51fd90c087d56ba25decc60|2023-03-18|23:05:53|1679094000|personal_care|8.15|0|fraud_Spotify|44.672832|-80.75464
213-77-5434|4432093039775103|Barbara|Smith|F|4312 Garcia St|CityMiller|MO|89507|39.0285|-91.2589|433792|Accountant|1969-05-21|664577956631|adults_50up_female_rural.json|e45d19ac19590235085eb51cc7cec7d2|2023-06-13|16:57:14|1686607200|gas_transport|262.27|0|fraud_Spotify|38.333029|-88.855183
579-52-8267|4331568997342551|William|Thomas|M|1463 Taylor St|CityYoung|IN|19876|38.813|-86.8648|89306|Clerk|1982-09-03|568605162223|adults_2550_male_rural.json|fb2af4c42a50b080d711f9aa15a18e5e|2023-04-13|20:13:13|1681336800|entertainment|286.81|0|fraud_Target|38.192478|-85.307487
